==================================================
  Movie Recommender API starting...
==================================================
  Database: xplore.db initialized
  DeepSeek API: [NOT set]
  OpenAI API:   [NOT set]

  [WARNING] No API keys found!
  Please create a .env file from .env.example:
  Copy .env.example to .env and add your API keys

==================================================
INFO:     127.0.0.1:20124 - "POST /api/auth/login HTTP/1.1" 200 OK
INFO:     127.0.0.1:24114 - "GET /api/auth/me HTTP/1.1" 200 OK
INFO:     127.0.0.1:24115 - "GET /api/auth/me HTTP/1.1" 200 OK
INFO:     127.0.0.1:19655 - "POST /api/movies/replace HTTP/1.1" 200 OK
INFO:     127.0.0.1:6354 - "POST /api/recommend/stream HTTP/1.1" 401 Unauthorized
INFO:     127.0.0.1:43359 - "GET /api/auth/me HTTP/1.1" 200 OK
INFO:     127.0.0.1:43360 - "GET /api/auth/me HTTP/1.1" 200 OK
INFO:     127.0.0.1:35960 - "GET /api/movies?page=0&page_size=100 HTTP/1.1" 200 OK
INFO:     127.0.0.1:40124 - "GET /api/sessions?page=0&page_size=100 HTTP/1.1" 200 OK
INFO:     127.0.0.1:31962 - "GET /api/movies?page=0&page_size=100 HTTP/1.1" 200 OK
INFO:     127.0.0.1:14597 - "GET /api/health HTTP/1.1" 200 OK
INFO:     127.0.0.1:25896 - "GET /api/auth/me HTTP/1.1" 200 OK
INFO:     127.0.0.1:55223 - "GET /api/auth/me HTTP/1.1" 200 OK
INFO:     127.0.0.1:42509 - "GET /api/auth/me HTTP/1.1" 200 OK
INFO:     127.0.0.1:42510 - "GET /api/auth/me HTTP/1.1" 200 OK
INFO:     127.0.0.1:14783 - "GET /api/movies?page=0&page_size=500&status=watched HTTP/1.1" 200 OK
INFO:     127.0.0.1:14789 - "GET /api/movies?page=0&page_size=500&status=watched HTTP/1.1" 200 OK
INFO:     127.0.0.1:13117 - "GET /api/movies?page=0&page_size=500&status=watched HTTP/1.1" 200 OK
